word,word_cnt_all,word_cnt_sentence,idf
ツモ,1.0,1.0,9.90598676523643
詰まり,4.0,4.0,8.519692404116538
壊し,41.0,36.0,6.322467826780319
やっぱ,32.0,29.0,6.538690935249955
メロメロ,14.0,12.0,7.421080115448429
野郎,17.0,15.0,7.197936564134219
やわらい,1.0,1.0,9.90598676523643
ねむり,11.0,7.0,7.960076616181116
フラフラ,8.0,8.0,7.826545223556593
そんなんだからおまえらは。,1.0,1.0,9.90598676523643
睡眠薬,5.0,5.0,8.296548852802328
打ち,50.0,48.0,6.034785754328539
心療内科,2.0,2.0,9.212839584676484
イブニング,6.0,5.0,8.296548852802328
愛犬,16.0,12.0,7.421080115448429
ヨメキン,1.0,1.0,9.90598676523643
鳴らさ,3.0,3.0,8.80737447656832
絵日記,4.0,3.0,8.80737447656832
アシ,1.0,1.0,9.90598676523643
前のめり,2.0,2.0,9.212839584676484
熟睡,4.0,4.0,8.519692404116538
葛西りいち,1.0,1.0,9.90598676523643
チワワ,6.0,5.0,8.296548852802328
きょう,3.0,3.0,8.80737447656832
アニマル,18.0,13.0,7.341037407774893
えさやり,2.0,2.0,9.212839584676484
じわ〜っと,1.0,1.0,9.90598676523643
ドッグファン,1.0,1.0,9.90598676523643
上野動物園,2.0,2.0,9.212839584676484
稀少,6.0,6.0,8.114227296008375
園内,7.0,5.0,8.296548852802328
ラブラドール,1.0,1.0,9.90598676523643
交配,2.0,2.0,9.212839584676484
安らか,7.0,4.0,8.519692404116538
ジャイアントパンダ,3.0,3.0,8.80737447656832
こらし,5.0,5.0,8.296548852802328
医療行為,1.0,1.0,9.90598676523643
団,84.0,42.0,6.168317146953061
小径,1.0,1.0,9.90598676523643
大人しい,4.0,4.0,8.519692404116538
動物病院,1.0,1.0,9.90598676523643
飼え,2.0,2.0,9.212839584676484
ガイド,122.0,83.0,5.487146157439831
JAHA,1.0,1.0,9.90598676523643
飼っ,19.0,14.0,7.26692943562117
オーストラリアン,1.0,1.0,9.90598676523643
だっこ,1.0,1.0,9.90598676523643
待ち受け,43.0,34.0,6.379626240620268
介在,3.0,3.0,8.80737447656832
は虫類,1.0,1.0,9.90598676523643
動物,123.0,74.0,5.601921672032259
飼育,12.0,11.0,7.508091492438059
千葉県茂原市,1.0,1.0,9.90598676523643
カピバラ,1.0,1.0,9.90598676523643
公益社,1.0,1.0,9.90598676523643
檻,2.0,2.0,9.212839584676484
うってつけ,9.0,9.0,7.708762187900209
AAA,8.0,6.0,8.114227296008375
AAE,1.0,1.0,9.90598676523643
ひめ,3.0,3.0,8.80737447656832
プードル,1.0,1.0,9.90598676523643
最年長,5.0,5.0,8.296548852802328
飼う,6.0,6.0,8.114227296008375
レイクウッズガーデン,1.0,1.0,9.90598676523643
オバマ大統領,10.0,9.0,7.708762187900209
ふれあ,1.0,1.0,9.90598676523643
３つ,45.0,38.0,6.268400605510044
さわっ,6.0,5.0,8.296548852802328
保人,1.0,1.0,9.90598676523643
リス,12.0,5.0,8.296548852802328
介助犬,1.0,1.0,9.90598676523643
はるの,1.0,1.0,9.90598676523643
蓉子,2.0,2.0,9.212839584676484
ふれあう,2.0,2.0,9.212839584676484
モルモット,2.0,2.0,9.212839584676484
吉祥寺,4.0,4.0,8.519692404116538
ラブラドゥードル,1.0,1.0,9.90598676523643
ヤギ,4.0,2.0,9.212839584676484
人なつこく,1.0,1.0,9.90598676523643
はなこ,2.0,2.0,9.212839584676484
ピクニック,1.0,1.0,9.90598676523643
井の頭自然文化園,1.0,1.0,9.90598676523643
1600円,3.0,3.0,8.80737447656832
AAT,1.0,1.0,9.90598676523643
乗除,1.0,1.0,9.90598676523643
里,13.0,8.0,7.826545223556593
われる,5.0,5.0,8.296548852802328
リレクエーション,1.0,1.0,9.90598676523643
400円,53.0,39.0,6.242425119106783
和み,4.0,4.0,8.519692404116538
年間パスポート,5.0,5.0,8.296548852802328
ゾウ,2.0,2.0,9.212839584676484
ゲリ,1.0,1.0,9.90598676523643
奮っ,4.0,4.0,8.519692404116538
いやぁ,8.0,8.0,7.826545223556593
通説,5.0,5.0,8.296548852802328
ミニチュア,6.0,6.0,8.114227296008375
ゲーム感覚,6.0,5.0,8.296548852802328
盛りだくさん,44.0,42.0,6.168317146953061
いるか,2.0,2.0,9.212839584676484
目からウロコ,8.0,8.0,7.826545223556593
ゆるけれ,1.0,1.0,9.90598676523643
わるい,2.0,2.0,9.212839584676484
辞典,10.0,10.0,7.603401672242383
日夜,4.0,4.0,8.519692404116538
ベンピ,1.0,1.0,9.90598676523643
査,1.0,1.0,9.90598676523643
新型,101.0,67.0,5.701294145845464
見分ける,20.0,13.0,7.341037407774893
ふざけ,21.0,19.0,6.961547786069989
大腸,3.0,3.0,8.80737447656832
合い言葉,1.0,1.0,9.90598676523643
主たる,4.0,4.0,8.519692404116538
マシーン,4.0,4.0,8.519692404116538
デルツマール,1.0,1.0,9.90598676523643
アゲハ,4.0,4.0,8.519692404116538
OYRS,1.0,1.0,9.90598676523643
ストラップ,110.0,77.0,5.562181343382745
オィラス,1.0,1.0,9.90598676523643
こくみん,1.0,1.0,9.90598676523643
削っ,15.0,14.0,7.26692943562117
ちと,4.0,4.0,8.519692404116538
十人十色,7.0,7.0,7.960076616181116
デルツマールオリジナル,1.0,1.0,9.90598676523643
研究員,6.0,6.0,8.114227296008375
結社,1.0,1.0,9.90598676523643
笑わ,14.0,9.0,7.708762187900209
お披露目,27.0,25.0,6.687110940368228
ちの,3.0,3.0,8.80737447656832
失言,6.0,5.0,8.296548852802328
吐き,16.0,16.0,7.133398042996648
土下座,5.0,5.0,8.296548852802328
叱り,4.0,4.0,8.519692404116538
ピンチ,78.0,65.0,5.7315994953407925
モミジ,1.0,1.0,9.90598676523643
仮病,3.0,2.0,9.212839584676484
乏しい,7.0,7.0,7.960076616181116
通告,7.0,6.0,8.114227296008375
禁物,13.0,13.0,7.341037407774893
目覚まし,33.0,9.0,7.708762187900209
旨,22.0,22.0,6.814944311878113
切り抜ける,2.0,2.0,9.212839584676484
墓穴,5.0,5.0,8.296548852802328
取り返す,4.0,4.0,8.519692404116538
ミカさん,2.0,2.0,9.212839584676484
切り抜けれ,1.0,1.0,9.90598676523643
お詫び,37.0,31.0,6.471999560751283
高齢運転者標識,1.0,1.0,9.90598676523643
モミジマーク,1.0,1.0,9.90598676523643
件名,4.0,4.0,8.519692404116538
ねちねち,1.0,1.0,9.90598676523643
ざというときにあたふたせずに,1.0,1.0,9.90598676523643
しのい,3.0,3.0,8.80737447656832
木田,9.0,3.0,8.80737447656832
凍りつい,12.0,11.0,7.508091492438059
叱責,7.0,5.0,8.296548852802328
全身全霊,4.0,4.0,8.519692404116538
掘っ,4.0,4.0,8.519692404116538
おろおろ,1.0,1.0,9.90598676523643
誤,8.0,6.0,8.114227296008375
顔色,32.0,28.0,6.573782255061225
吐き出し,1.0,1.0,9.90598676523643
送,1.0,1.0,9.90598676523643
受信,227.0,126.0,5.069704858284951
申し上げ,70.0,50.0,5.993963759808283
奴,90.0,79.0,5.536538912769408
(´ω｀),1.0,1.0,9.90598676523643
25年,35.0,16.0,7.133398042996648
ライブドアブロガー,2.0,2.0,9.212839584676484
MISSION,6.0,6.0,8.114227296008375
みずみずしい,29.0,21.0,6.861464327513007
酵母エキス,4.0,4.0,8.519692404116538
シットリ,1.0,1.0,9.90598676523643
いそしん,2.0,2.0,9.212839584676484
作り上げ,65.0,58.0,5.84554375469001
通算,21.0,14.0,7.26692943562117
1986年,24.0,24.0,6.727932934888484
訪問販売,4.0,3.0,8.80737447656832
ミッション,109.0,47.0,6.055839163526371
わたっ,4.0,4.0,8.519692404116538
きょろ,1.0,1.0,9.90598676523643
ぷるん,1.0,1.0,9.90598676523643
かのん,1.0,1.0,9.90598676523643
気持ちよい,2.0,2.0,9.212839584676484
ロングセラー,12.0,12.0,7.421080115448429
カサ,4.0,4.0,8.519692404116538
天然酵母,3.0,3.0,8.80737447656832
深部,3.0,3.0,8.80737447656832
1100,3.0,3.0,8.80737447656832
エイボン,1.0,1.0,9.90598676523643
kanonxiss,1.0,1.0,9.90598676523643
グッド,14.0,13.0,7.341037407774893
ライブドアブロガーキャンペーン,1.0,1.0,9.90598676523643
茄子,2.0,2.0,9.212839584676484
くす,5.0,3.0,8.80737447656832
取り込む,25.0,22.0,6.814944311878113
＾,33.0,15.0,7.197936564134219
うるおい,55.0,38.0,6.268400605510044
つや,10.0,8.0,7.826545223556593
注意力,1.0,1.0,9.90598676523643
父性,1.0,1.0,9.90598676523643
免罪符,3.0,3.0,8.80737447656832
ヒトミ,17.0,5.0,8.296548852802328
意表,4.0,4.0,8.519692404116538
モテル,1.0,1.0,9.90598676523643
問う,25.0,23.0,6.77049254930728
Wikipedia,35.0,28.0,6.573782255061225
頭脳,26.0,19.0,6.961547786069989
振る,38.0,35.0,6.350638703747016
正当,18.0,16.0,7.133398042996648
明晰,3.0,3.0,8.80737447656832
鈍い,8.0,8.0,7.826545223556593
物忘れ,3.0,2.0,9.212839584676484
すませ,6.0,6.0,8.114227296008375
純真無垢,1.0,1.0,9.90598676523643
ドジ,5.0,5.0,8.296548852802328
直さ,8.0,8.0,7.826545223556593
ずれ,22.0,20.0,6.910254491682439
散漫,2.0,2.0,9.212839584676484
隙,49.0,17.0,7.072773421180213
日常茶飯事,7.0,7.0,7.960076616181116
腹立たしい,3.0,3.0,8.80737447656832
炭水化物,13.0,8.0,7.826545223556593
白米,8.0,7.0,7.960076616181116
5日間,17.0,13.0,7.341037407774893
日テレ,41.0,32.0,6.440250862436702
オホホ,1.0,1.0,9.90598676523643
丁,4.0,4.0,8.519692404116538
4日目,2.0,2.0,9.212839584676484
7日目,1.0,1.0,9.90598676523643
リカコ,7.0,3.0,8.80737447656832
3日目,4.0,4.0,8.519692404116538
単品,11.0,9.0,7.708762187900209
かき混ぜ,5.0,4.0,8.519692404116538
7日間,29.0,16.0,7.133398042996648
毎食,1.0,1.0,9.90598676523643
大鍋,2.0,2.0,9.212839584676484
おでこ,7.0,7.0,7.960076616181116
薄口醤油,1.0,1.0,9.90598676523643
ホ,30.0,29.0,6.538690935249955
牛乳,26.0,19.0,6.961547786069989
食前,3.0,3.0,8.80737447656832
きなこ,9.0,6.0,8.114227296008375
炭水化物抜き,1.0,1.0,9.90598676523643
野菜スープ,1.0,1.0,9.90598676523643
速水もこみち,7.0,7.0,7.960076616181116
トマト缶,1.0,1.0,9.90598676523643
りんご,30.0,15.0,7.197936564134219
ピックアップ,102.0,98.0,5.321019286565857
ナミ,18.0,7.0,7.960076616181116
お豆腐,2.0,2.0,9.212839584676484
ゆで小豆,1.0,1.0,9.90598676523643
勝ち組,17.0,14.0,7.26692943562117
体重計,46.0,23.0,6.77049254930728
あんパン,1.0,1.0,9.90598676523643
食後,16.0,12.0,7.421080115448429
050,44.0,28.0,6.573782255061225
首尾,3.0,2.0,9.212839584676484
フレーズ,43.0,36.0,6.322467826780319
思い付か,2.0,2.0,9.212839584676484
斧,1.0,1.0,9.90598676523643
幾,6.0,5.0,8.296548852802328
パス,127.0,78.0,5.549277938546838
ラム酒,3.0,3.0,8.80737447656832
やすかっ,14.0,14.0,7.26692943562117
各人,5.0,5.0,8.296548852802328
平行,5.0,5.0,8.296548852802328
誇らしく,2.0,2.0,9.212839584676484
解決策,16.0,11.0,7.508091492438059
叶っ,22.0,20.0,6.910254491682439
一貫,25.0,23.0,6.77049254930728
引き寄せる,17.0,13.0,7.341037407774893
成功者,3.0,3.0,8.80737447656832
マリリン・モンロー,52.0,15.0,7.197936564134219
シンプルリスト,1.0,1.0,9.90598676523643
船乗り,2.0,2.0,9.212839584676484
遡ら,1.0,1.0,9.90598676523643
入れ墨,13.0,4.0,8.519692404116538
手放せ,19.0,18.0,7.015615007340265
考え抜い,2.0,2.0,9.212839584676484
手放さ,3.0,3.0,8.80737447656832
書き出す,7.0,6.0,8.114227296008375
ドミニック・ローホー,1.0,1.0,9.90598676523643
マリリン,79.0,14.0,7.26692943562117
勇敢,9.0,8.0,7.826545223556593
シンプルライフ,1.0,1.0,9.90598676523643
筆記用具,1.0,1.0,9.90598676523643
みんな生きている,1.0,1.0,9.90598676523643
釣り,39.0,22.0,6.814944311878113
すばらしい,21.0,19.0,6.961547786069989
楽器,17.0,12.0,7.421080115448429
書店員,4.0,4.0,8.519692404116538
右側に,14.0,13.0,7.341037407774893
由里,1.0,1.0,9.90598676523643
フローラル,5.0,5.0,8.296548852802328
言い出せ,7.0,7.0,7.960076616181116
クシュクシュ,1.0,1.0,9.90598676523643
ふわっと,7.0,7.0,7.960076616181116
おこし,5.0,5.0,8.296548852802328
生乾き,4.0,2.0,9.212839584676484
分かれる,24.0,23.0,6.77049254930728
目安,32.0,24.0,6.727932934888484
折り重なっ,1.0,1.0,9.90598676523643
オーデコロン,2.0,2.0,9.212839584676484
フワフワ,7.0,6.0,8.114227296008375
酔い,6.0,5.0,8.296548852802328
人工,14.0,12.0,7.421080115448429
防臭,1.0,1.0,9.90598676523643
アロマ,50.0,21.0,6.861464327513007
弘美,5.0,3.0,8.80737447656832
小林聡美,1.0,1.0,9.90598676523643
16年,2.0,2.0,9.212839584676484
)』,8.0,6.0,8.114227296008375
安泰,8.0,6.0,8.114227296008375
手伝お,1.0,1.0,9.90598676523643
円満,16.0,12.0,7.421080115448429
卒婚,1.0,1.0,9.90598676523643
もこう,2.0,2.0,9.212839584676484
則子,1.0,1.0,9.90598676523643
ベタ,36.0,31.0,6.471999560751283
意義,10.0,10.0,7.603401672242383
子は鎹,1.0,1.0,9.90598676523643
考えさせられました,5.0,5.0,8.296548852802328
現在進行形,18.0,13.0,7.341037407774893
かすがい,1.0,1.0,9.90598676523643
年寄り,13.0,13.0,7.341037407774893
三谷幸喜,7.0,7.0,7.960076616181116
ゴシップ,34.0,16.0,7.133398042996648
冷める,8.0,6.0,8.114227296008375
仮面,14.0,13.0,7.341037407774893
尊重,29.0,25.0,6.687110940368228
三谷,3.0,2.0,9.212839584676484
誤り,12.0,8.0,7.826545223556593
優しい男,3.0,3.0,8.80737447656832
直観,3.0,3.0,8.80737447656832
乗り越えよ,4.0,4.0,8.519692404116538
パイ,13.0,10.0,7.603401672242383
オールマイティー,3.0,2.0,9.212839584676484
ジェントルマン,6.0,4.0,8.519692404116538
等しく,3.0,3.0,8.80737447656832
ガチ,40.0,29.0,6.538690935249955
トップ3,22.0,19.0,6.961547786069989
向き合い,24.0,24.0,6.727932934888484
メリハリ,29.0,24.0,6.727932934888484
遥,2.0,2.0,9.212839584676484
煎れ,3.0,2.0,9.212839584676484
妙味,1.0,1.0,9.90598676523643
深度,1.0,1.0,9.90598676523643
ぶっきらぼう,1.0,1.0,9.90598676523643
強面,3.0,3.0,8.80737447656832
——。『,3.0,3.0,8.80737447656832
請け合い,14.0,14.0,7.26692943562117
こさえ,1.0,1.0,9.90598676523643
弁理士,4.0,2.0,9.212839584676484
キュ〜,1.0,1.0,9.90598676523643
2巻,9.0,6.0,8.114227296008375
温子,1.0,1.0,9.90598676523643
締め付け,3.0,3.0,8.80737447656832
本当にあった,6.0,6.0,8.114227296008375
めくら,1.0,1.0,9.90598676523643
点い,2.0,2.0,9.212839584676484
ジャッジ,17.0,15.0,7.197936564134219
ケッコン,1.0,1.0,9.90598676523643
震え,18.0,15.0,7.197936564134219
にこ,2.0,2.0,9.212839584676484
？——,21.0,19.0,6.961547786069989
そ,21.0,17.0,7.072773421180213
ヨソ,2.0,2.0,9.212839584676484
心持ち,2.0,2.0,9.212839584676484
ラッカラ,1.0,1.0,9.90598676523643
ペコ,1.0,1.0,9.90598676523643
爆弾発言,6.0,6.0,8.114227296008375
人カ,1.0,1.0,9.90598676523643
コーヘー,1.0,1.0,9.90598676523643
高野,5.0,4.0,8.519692404116538
怖い話,13.0,11.0,7.508091492438059
下す,7.0,7.0,7.960076616181116
モーニング・ツー,2.0,2.0,9.212839584676484
導火線,1.0,1.0,9.90598676523643
ちまっ,9.0,8.0,7.826545223556593
あっちゃん,16.0,12.0,7.421080115448429
危うい,7.0,7.0,7.960076616181116
真性,3.0,3.0,8.80737447656832
新聞社,5.0,5.0,8.296548852802328
射程,3.0,3.0,8.80737447656832
山場,2.0,2.0,9.212839584676484
9年,4.0,4.0,8.519692404116538
推定,38.0,30.0,6.504789383574273
償い,3.0,2.0,9.212839584676484
ひとりごち,1.0,1.0,9.90598676523643
こしらえ,1.0,1.0,9.90598676523643
動揺,27.0,26.0,6.647890227214948
チリ,42.0,24.0,6.727932934888484
アラサーカップル,1.0,1.0,9.90598676523643
投下,10.0,10.0,7.603401672242383
10周年,24.0,16.0,7.133398042996648
ROCK,37.0,11.0,7.508091492438059
MIWA,6.0,3.0,8.80737447656832
ロックの日,1.0,1.0,9.90598676523643
6月9日,21.0,16.0,7.133398042996648
!!”,2.0,2.0,9.212839584676484
HARD,4.0,4.0,8.519692404116538
やけ,8.0,8.0,7.826545223556593
セックスフレンド,11.0,5.0,8.296548852802328
アシュトン・カッチャー,11.0,10.0,7.603401672242383
涙腺,4.0,3.0,8.80737447656832
80時間,1.0,1.0,9.90598676523643
アダム,8.0,2.0,9.212839584676484
Action,1.0,1.0,9.90598676523643
ゆるま,1.0,1.0,9.90598676523643
男らしいっ,1.0,1.0,9.90598676523643
Paramount,1.0,1.0,9.90598676523643
抱きたいカンケイ,4.0,3.0,8.80737447656832
解っ,3.0,3.0,8.80737447656832
混じり,7.0,7.0,7.960076616181116
K.K.,4.0,4.0,8.519692404116538
朝ご飯,2.0,2.0,9.212839584676484
逞しい,5.0,5.0,8.296548852802328
擁護,84.0,68.0,5.686479060060322
惚れ惚れ,5.0,5.0,8.296548852802328
ヴァネッサ,4.0,3.0,8.80737447656832
vol.9,12.0,11.0,7.508091492438059
さらさら,14.0,9.0,7.708762187900209
仲良,3.0,3.0,8.80737447656832
なすこと,1.0,1.0,9.90598676523643
出過ぎ,4.0,3.0,8.80737447656832
必勝法,6.0,5.0,8.296548852802328
千夏,4.0,2.0,9.212839584676484
ざっくばらん,1.0,1.0,9.90598676523643
フラット,88.0,62.0,5.778852380191338
冷淡,2.0,2.0,9.212839584676484
千明,1.0,1.0,9.90598676523643
了承,374.0,220.0,4.512359218884067
ご挨拶,16.0,15.0,7.197936564134219
門出,3.0,3.0,8.80737447656832
意思表示,3.0,3.0,8.80737447656832
強行,10.0,9.0,7.708762187900209
辞さ,2.0,2.0,9.212839584676484
のけ者,5.0,5.0,8.296548852802328
悲しかっ,4.0,4.0,8.519692404116538
難関,17.0,16.0,7.133398042996648
はいら,6.0,6.0,8.114227296008375
血管,10.0,8.0,7.826545223556593
うつ,21.0,15.0,7.197936564134219
40℃,5.0,5.0,8.296548852802328
戦闘,52.0,42.0,6.168317146953061
めぐら,1.0,1.0,9.90598676523643
適温,4.0,4.0,8.519692404116538
交感神経,9.0,6.0,8.114227296008375
入浴剤,11.0,7.0,7.960076616181116
配置,214.0,117.0,5.143812830438673
自律神経失調症,2.0,2.0,9.212839584676484
ガクッと,1.0,1.0,9.90598676523643
信号,48.0,32.0,6.440250862436702
肩こり,23.0,22.0,6.814944311878113
炭酸,15.0,9.0,7.708762187900209
生体,4.0,4.0,8.519692404116538
川嶋朗,1.0,1.0,9.90598676523643
Kao,2.0,2.0,9.212839584676484
抑えよ,2.0,2.0,9.212839584676484
supported,9.0,9.0,7.708762187900209
低気圧,1.0,1.0,9.90598676523643
!？_,3.0,3.0,8.80737447656832
権威,13.0,10.0,7.603401672242383
ざま,7.0,7.0,7.960076616181116
亜美,3.0,2.0,9.212839584676484
あながち,6.0,6.0,8.114227296008375
嗅ぎ,5.0,5.0,8.296548852802328
科学,63.0,53.0,5.935694851684307
これこれ,2.0,2.0,9.212839584676484
安っぽい,2.0,2.0,9.212839584676484
遺伝子型,1.0,1.0,9.90598676523643
仁丹,1.0,1.0,9.90598676523643
ホンマ,8.0,6.0,8.114227296008375
ホンマでっか!?,1.0,1.0,9.90598676523643
でっか,1.0,1.0,9.90598676523643
カンベン,1.0,1.0,9.90598676523643
激しく同意,1.0,1.0,9.90598676523643
ウッディ,12.0,6.0,8.114227296008375
謳わ,6.0,6.0,8.114227296008375
減退,2.0,2.0,9.212839584676484
スパイシー,10.0,8.0,7.826545223556593
あずさ,11.0,3.0,8.80737447656832
ムスク,2.0,2.0,9.212839584676484
下がり,27.0,26.0,6.647890227214948
整髪料,1.0,1.0,9.90598676523643
寄りかかっ,1.0,1.0,9.90598676523643
大雑把,3.0,3.0,8.80737447656832
6月1日,72.0,51.0,5.974161132512103
伸びやか,2.0,2.0,9.212839584676484
日経WOMAN,1.0,1.0,9.90598676523643
丸投,2.0,2.0,9.212839584676484
要点,4.0,4.0,8.519692404116538
怒鳴る,5.0,5.0,8.296548852802328
お疲れさま,4.0,4.0,8.519692404116538
棚,27.0,22.0,6.814944311878113
割り振っ,2.0,2.0,9.212839584676484
横柄,6.0,6.0,8.114227296008375
置き換え,26.0,23.0,6.77049254930728
げする,2.0,2.0,9.212839584676484
ついていける,1.0,1.0,9.90598676523643
並べ方,1.0,1.0,9.90598676523643
とんと,1.0,1.0,9.90598676523643
引き抜か,3.0,3.0,8.80737447656832
猫が行方不明,1.0,1.0,9.90598676523643
気分屋,4.0,3.0,8.80737447656832
責任者,19.0,13.0,7.341037407774893
飛びだし,2.0,2.0,9.212839584676484
賢く,38.0,34.0,6.379626240620268
あきれる,3.0,3.0,8.80737447656832
国立大,5.0,5.0,8.296548852802328
滑る,6.0,6.0,8.114227296008375
蜜,10.0,7.0,7.960076616181116
貧相,2.0,2.0,9.212839584676484
ｋｍ,7.0,4.0,8.519692404116538
走り出し,5.0,5.0,8.296548852802328
軽快車,3.0,3.0,8.80737447656832
帰ら,8.0,7.0,7.960076616181116
電動,73.0,45.0,6.09932427546611
脱ぎ捨て,4.0,4.0,8.519692404116538
運べ,21.0,13.0,7.341037407774893
速く,42.0,38.0,6.268400605510044
ペロっと,1.0,1.0,9.90598676523643
丈夫,15.0,14.0,7.26692943562117
練馬,2.0,2.0,9.212839584676484
ダイレクト,72.0,59.0,5.82844932133071
御徒町,2.0,2.0,9.212839584676484
気持ちよ,10.0,7.0,7.960076616181116
走れる,11.0,9.0,7.708762187900209
音痴,11.0,6.0,8.114227296008375
漕ぎ,8.0,5.0,8.296548852802328
颯爽,9.0,9.0,7.708762187900209
おもい,1.0,1.0,9.90598676523643
ひさし,4.0,4.0,8.519692404116538
くそ,7.0,7.0,7.960076616181116
走り出す,9.0,9.0,7.708762187900209
怠惰,3.0,3.0,8.80737447656832
なっちまった,1.0,1.0,9.90598676523643
坂道,16.0,9.0,7.708762187900209
スタンド,179.0,75.0,5.588498651700119
乗り物,10.0,9.0,7.708762187900209
02,331.0,143.0,4.943142134976522
兆候,5.0,5.0,8.296548852802328
悪びれ,2.0,2.0,9.212839584676484
別れ際,5.0,5.0,8.296548852802328
決め方,1.0,1.0,9.90598676523643
決めれ,5.0,5.0,8.296548852802328
虚し,2.0,2.0,9.212839584676484
さし,18.0,16.0,7.133398042996648
行きたくない,3.0,3.0,8.80737447656832
よね,12.0,10.0,7.603401672242383
段取り,9.0,9.0,7.708762187900209
他力本願,9.0,6.0,8.114227296008375
仕切り,12.0,10.0,7.603401672242383
急かせ,1.0,1.0,9.90598676523643
無けれ,10.0,10.0,7.603401672242383
家電メーカー,16.0,15.0,7.197936564134219
愚痴る,4.0,3.0,8.80737447656832
事項,102.0,100.0,5.3008165792483375
厚顔,1.0,1.0,9.90598676523643
入りこん,3.0,3.0,8.80737447656832
マイナス思考,6.0,5.0,8.296548852802328
事務的,1.0,1.0,9.90598676523643
言いふらさ,1.0,1.0,9.90598676523643
儀礼,5.0,4.0,8.519692404116538
ミエミエ,2.0,2.0,9.212839584676484
どっと,4.0,4.0,8.519692404116538
付き合わ,9.0,8.0,7.826545223556593
断て,1.0,1.0,9.90598676523643
恩,3.0,3.0,8.80737447656832
ネットワークビジネス,1.0,1.0,9.90598676523643
健康食品,3.0,3.0,8.80737447656832
営利目的,1.0,1.0,9.90598676523643
引きずり込も,1.0,1.0,9.90598676523643
ずかずか,1.0,1.0,9.90598676523643
腐れ縁,5.0,5.0,8.296548852802328
り系,1.0,1.0,9.90598676523643
枕,20.0,10.0,7.603401672242383
ソーダ,42.0,16.0,7.133398042996648
ひん,2.0,2.0,9.212839584676484
太陽光,22.0,18.0,7.015615007340265
黒の日,1.0,1.0,9.90598676523643
吸湿,3.0,3.0,8.80737447656832
体調不良,30.0,29.0,6.538690935249955
すぐれ,6.0,6.0,8.114227296008375
早寝,3.0,2.0,9.212839584676484
遮断,30.0,19.0,6.961547786069989
室温,11.0,9.0,7.708762187900209
遮っ,2.0,2.0,9.212839584676484
夏がやってくる,1.0,1.0,9.90598676523643
クールマット,1.0,1.0,9.90598676523643
しのぐ,7.0,7.0,7.960076616181116
鹿児島,20.0,16.0,7.133398042996648
築地銀だこ,1.0,1.0,9.90598676523643
冷やせる,2.0,2.0,9.212839584676484
タオルケット,2.0,2.0,9.212839584676484
ナルミ,1.0,1.0,9.90598676523643
見直せ,3.0,3.0,8.80737447656832
ラグ,1.0,1.0,9.90598676523643
夏目,30.0,8.0,7.826545223556593
布団,17.0,12.0,7.421080115448429
吸汗,3.0,3.0,8.80737447656832
ボールペン,18.0,12.0,7.421080115448429
太陽熱,1.0,1.0,9.90598676523643
コーティング,32.0,22.0,6.814944311878113
陽,23.0,12.0,7.421080115448429
キャミソール,13.0,8.0,7.826545223556593
たためる,8.0,6.0,8.114227296008375
ひんやり,20.0,10.0,7.603401672242383
ジェルマット,1.0,1.0,9.90598676523643
シーツ,2.0,2.0,9.212839584676484
遮る,5.0,5.0,8.296548852802328
ホームセンター,4.0,4.0,8.519692404116538
折り,27.0,12.0,7.421080115448429
かち,2.0,2.0,9.212839584676484
浸す,1.0,1.0,9.90598676523643
マット,82.0,47.0,6.055839163526371
冷やす,10.0,7.0,7.960076616181116
大判,17.0,13.0,7.341037407774893
敷く,3.0,3.0,8.80737447656832
100%,33.0,29.0,6.538690935249955
緑のカーテン,3.0,3.0,8.80737447656832
委員会,15.0,13.0,7.341037407774893
頼もし,2.0,2.0,9.212839584676484
FDC,1.0,1.0,9.90598676523643
41,38.0,24.0,6.727932934888484
チカラ,14.0,12.0,7.421080115448429
贈っ,18.0,17.0,7.072773421180213
家飲み,14.0,8.0,7.826545223556593
小ま,4.0,4.0,8.519692404116538
サンセット,4.0,4.0,8.519692404116538
照れくさい,4.0,4.0,8.519692404116538
ファーザーズ・デイ,1.0,1.0,9.90598676523643
ハイボール,18.0,9.0,7.708762187900209
コーポレイション,1.0,1.0,9.90598676523643
6月19日,7.0,7.0,7.960076616181116
切開,1.0,1.0,9.90598676523643
大陰唇,1.0,1.0,9.90598676523643
挿入,49.0,37.0,6.295068852592205
広尾,20.0,8.0,7.826545223556593
エアロバイク,2.0,2.0,9.212839584676484
処女膜,6.0,2.0,9.212839584676484
肥大,6.0,4.0,8.519692404116538
募る,14.0,14.0,7.26692943562117
形状,103.0,89.0,5.41735039550429
おっぱい,21.0,13.0,7.341037407774893
摩擦,6.0,5.0,8.296548852802328
思いこむ,1.0,1.0,9.90598676523643
興じ,2.0,2.0,9.212839584676484
異なり,151.0,139.0,4.971512832105738
ITY,7.0,6.0,8.114227296008375
はみ出し,16.0,12.0,7.421080115448429
ヒダ,2.0,2.0,9.212839584676484
満行,1.0,1.0,9.90598676523643
標準,241.0,141.0,4.957226874858261
抱え込ま,2.0,2.0,9.212839584676484
小陰唇,1.0,1.0,9.90598676523643
黒ずみ,11.0,4.0,8.519692404116538
乳房,6.0,5.0,8.296548852802328
処置,6.0,6.0,8.114227296008375
THE_C,11.0,9.0,7.708762187900209
不都合,10.0,5.0,8.296548852802328
AND,12.0,11.0,7.508091492438059
